produto_codigo,produto_nome,categoria,preco_venda_atual,custo_ingredientes,custo_embalagem,custo_adesivo,custo_sacola,custo_sanitizante,custo_papel,custo_mao_de_obra,custo_total,imposto_valor,preco_sugerido,lucro_reais,margin_percentual,observacoes
MIX003,Banana + Abacaxi + Manga com Maracuja 50g,Mix de Frutas,16.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
MIX004,Mix Degustacao 25g,Mix de Frutas,10.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
MIX005,Mix Premium 200g,Mix de Frutas,60.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
MIX006,Mix Premium 400g,Mix de Frutas,120.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
BAR001,Banana + Amendoas de Cacau Mini barra 18g,Barras,5.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
BAR002,Banana + Amendoim Mini barra 18g,Barras,5.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
BAR003,Banana + Pitaya Mini barra 18g,Barras,5.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
BAR004,Banana + Morango + Tamara Mini barra 18g,Barras,5.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
BAR005,Banana + Amendoas de Cacau Barra 35g,Barras,10.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
BAR006,Banana + Amendoim Barra 35g,Barras,10.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
BAR007,Banana + Pitaya Barra 35g,Barras,10.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
BAR008,Banana + Morango + Tamara Barra 35g,Barras,10.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
BAR009,Mini Barras Sortidas Kit 25 unidades 18g,Barras,100.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
BAR010,Barras de Frutas Sortidas Kit 20 unidades 35g,Barras,175.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
BAR011,Banana + Kiwi + Morango Barra tropical 35g,Barras,13.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
BAR012,Banana + Abacaxi + Manga com Maracuja Barra tropical 35g,Barras,13.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
BAR013,2 Barras Tropicais Combo 2 unidades,Barras,25.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
BAR014,Barras Artesanais com Flores Unidade,Barras,15.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
ROL001,Banana + Maca + Morango 50g,Rolinhos,15.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
ROL002,Banana + Cacau + Coco 50g,Rolinhos,15.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
ROL003,Banana + Cacau + Amendoim 50g,Rolinhos,15.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
ROL004,Banana + Cacau + Laranja 50g,Rolinhos,15.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
ROL005,Banana + Cafe + Laranja 50g,Rolinhos,15.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
ROL006,Manga com Maracuja 50g,Rolinhos,15.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
ROL007,Manga com Abacaxi 50g,Rolinhos,15.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
ROL008,Abacaxi com Gengibre 50g,Rolinhos,15.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
ROL009,Abacaxi com Pitaya 50g,Rolinhos,15.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
ROL010,Abacaxi com Coco 50g,Rolinhos,15.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
ROL011,Banana + Maca + Canela + Cardamomo 50g,Rolinhos,15.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
ROL012,Sortidos 100g,Rolinhos,28.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
ROL013,Sortidos 500g,Rolinhos,130.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
ROL014,Sortidos 1kg,Rolinhos,250.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
ERV001,Erva Cidreira Pacote,Ervas,12.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
ERV002,Capim Limao Pacote,Ervas,15.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
ERV003,Hortela Pacote,Ervas,12.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
ESP001,Pimenta Rosa 20g,Especiarias,15.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
ESP002,Pitaya em Po 25g,Especiarias,15.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
ESP003,Curcuma em Po 50g,Especiarias,15.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
ESP004,Gengibre 25g,Especiarias,15.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
ESP005,Casca de Limao Tahiti 25g,Especiarias,10.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
ESP006,Casca de Limao Siciliano 25g,Especiarias,10.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
ESP007,Casca de Laranja 25g,Especiarias,10.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
ESP008,Casca Cristalizada 30g,Especiarias,12.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
FLO001,Mini Rosas 10 flores,Flores,30.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
FLO002,Mini Rosas 25 flores,Flores,75.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
FLO003,Mini Rosas 50 flores,Flores,125.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
FLO004,Lavanda 10 flores,Flores,25.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
FLO005,Lavanda 20 flores,Flores,50.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
FLO006,Lavanda 30 flores,Flores,70.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
FLO007,Mix de Flores Sortidas 50 flores,Flores,50.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
FLO008,Mix de Petalas Unidade,Flores,50.00,,,,,,,,,,,,"preencher custos e comparar com o preco atual"
